Iteration	Y	var_1	var_2	var_3	var_4	var_5
61.0	0.24748943337945564	50.0	14.984347608636977	0.0	18.965655304056813	0.0
62.0	0.0682784787295262	11.967285375895006	3.689929594860979	5.597246378914535	0.0	13.371865827507273
63.0	0.23881455602102442	50.0	0.0	0.0	0.0	25.74662075593571
64.0	1.0886715405303793	21.77625458048624	50.0	4.134021448408618	0.0	24.089719299963946
65.0	0.26440304699730705	32.7380922521059	34.78429844629349	5.311562028616068	0.0	7.463722208998167
66.0	0.13694826634309862	15.757685712502111	28.724892585089	0.0	0.0	0.0
67.0	0.13807608712485664	3.6228379487307683	0.0	0.0	9.004374071464865	0.0
68.0	0.0648925723609025	10.54573757188681	21.99978515196355	6.075291692538132	0.0	0.0
69.0	0.18172558925589485	0.0	9.057871392454464	4.888514870188534	0.0	0.0
70.0	0.029706112389679955	15.327345220796174	17.78882767405806	4.862032931647868	0.0	8.484491292334802
71.0	0.27283675742171043	38.384073800224286	46.84375584498551	2.420132429265692	7.5558316455505645	2.5493920627959907
72.0	0.7377726558074018	23.784285324854388	21.917823608321513	2.238667587000187	0.2132114749490266	40.28616075919118
73.0	0.15012630533050203	28.029131557488835	0.0	4.881432792516598	0.0	37.038458950751384
74.0	1.3353237292815188	0.0	50.0	24.140955846972034	0.0	0.0
75.0	0.25621050755703656	12.583888479062427	27.046358020458253	8.609450011731422	0.0	7.909421785253108
76.0	0.0997481268517459	17.91471669112388	10.102125398281052	3.1545704602133213	0.0	11.594911830763998
77.0	0.1721837819257771	30.599739927182455	0.0	12.136287539622904	0.0	50.0
78.0	0.21494546714177964	33.7029987452102	9.836868497683184	4.625225071129581	9.78890780293966	23.37493437209125
79.0	0.6455397719351537	27.529568247450566	6.349774170618008	9.772560757635722	7.2582298685031	49.08986394858517
80.0	0.07382204622134768	21.90452602188437	17.41146695261033	7.46635713911613	0.0	18.4333920020927
81.0	0.1482577108890036	32.10178742695486	0.0	2.8079351405826016	23.147736723420895	18.72041259439027
82.0	0.15164105151621748	36.247961394345786	21.257122966455817	4.413048651727481	26.017197830987733	11.721015703362959
83.0	0.053799842301793986	20.297288292368837	0.0	0.0	22.24042860124098	0.0
84.0	0.3002935373851557	20.67659973146091	50.0	7.603235974950007	0.0	0.0
85.0	0.1390619035226066	34.30577285355177	33.28287295811317	4.190067435780087	15.566497084309644	12.65468875059216
86.0	0.05393563668398883	17.083533228361027	23.051795463252958	4.320025382775496	0.0	0.0
87.0	0.17566507375674573	31.889492460567023	7.462308687298281	0.0	27.85689959442299	0.0
88.0	0.11048844507101376	14.535026242024108	14.292784461875181	5.30112373631079	0.0	15.182904330585364
89.0	0.07791169721135331	15.123831998825674	0.0	3.380319194856916	0.0	17.31609212906691
90.0	0.07624033292939815	4.068816489315771	0.0	2.9678196699644785	0.0	8.711763316623177
91.0	0.2090263313722835	31.693005558512585	18.922912118333116	3.442902967421597	0.0	24.536231890286814
92.0	0.1659332844221431	23.84428706381343	6.793489230959059	8.476274995369991	0.0	26.008221891963668
93.0	0.3397203120628478	50.0	8.445257993384944	10.748115067284774	0.0	30.806565140570495
94.0	0.010311968157809544	10.446870440769068	13.362873111001141	3.738761183106192	0.0	0.0
95.0	0.07727388982706643	21.585097458561666	0.0	0.0	18.543017940848934	6.3995171951753385
96.0	0.823235948810468	24.314472595545894	44.28726225814786	13.403244558025893	17.994816959485696	0.0
97.0	0.02833833249076908	10.400890685750687	11.93389311098418	4.275836382313813	0.0	4.606190723695442
98.0	0.03092925977986832	13.204275346214963	16.151230520270314	3.3693754456289606	5.018499081640948	0.0
99.0	0.14770579634795897	19.497071398360035	30.116704305546193	3.8621127658247176	7.895191563053188	0.0
100.0	0.21831097373645716	30.42829914587344	2.261657341179352	0.07651776109662833	47.63089177046525	15.204499510339586
101.0	0.021353025834266914	8.656427757740381	7.438839094003172	2.7815059957537	3.9066810646403045	0.0
102.0	0.04058585462972156	15.850760650736277	5.45328764535678	0.0	14.877941594124206	0.0
103.0	0.01906253725248465	12.924397336474522	0.0	1.680727951782569	15.10129159071947	0.0
104.0	0.03371588148752339	11.77720692741395	0.0	3.318813206009254	8.545822456991955	7.126837371616162
105.0	0.05188705032806422	21.642728036514317	19.947516899618535	5.307882021805473	5.228646365403586	10.721918543638902
106.0	0.017719557470225973	12.014501071461416	5.199457677954913	3.2542223228096687	10.510694150483022	0.0
107.0	0.21368245273706993	50.0	12.50101057943829	1.2688382597937697	23.057626613924697	13.172480191664912
108.0	0.2854871962626751	42.11508617131275	2.40638844729937	9.905440057367775	0.0	45.57304110259552
109.0	0.013677290815519721	13.339183477595915	8.103364628794555	3.7175860634543096	6.900601994763407	4.349747803417981
110.0	0.05015185144678558	15.510911494676467	2.578714204298209	2.885456133749917	13.162341263608456	3.6511987755299065
111.0	0.288393076136733	50.0	16.81878078155359	0.0	0.0	0.0
112.0	0.08987147086373798	33.71814993147178	26.01285109651655	0.0	31.580961687695158	8.688018827631437
113.0	0.06159409200590019	30.19310414803167	28.42400737239688	0.0	24.770678127321325	0.0
114.0	0.11839619860335511	34.07354206202758	32.87112531379072	2.9476692805735483	23.703215888916688	6.404426124534561
115.0	0.062338995704094645	29.652579189956118	20.471360867544636	0.0	29.381004829695804	2.365994243313858
116.0	0.04343545514671255	5.881187027775063	0.0	3.9681691461092603	4.507274086467141	0.0
117.0	0.020293108029662065	13.126541109882847	10.020034321977905	2.5372384609961163	6.60691375371561	0.0
118.0	0.06254602105825821	27.571462559592504	10.169104343057077	0.0	24.652701776475904	7.3321113806981115
119.0	0.05390933741958215	24.933049604870998	18.478115781909693	0.0	20.943622948474477	0.0
120.0	0.11725574477093313	22.83032736337495	0.0	0.0	0.0	28.144251231382803
121.0	0.20983130465256034	26.9853759965181	23.75135773198391	2.0104784549829344	21.708239508891854	7.6314352751112935
122.0	0.18222836843485998	47.050713542513925	0.0	0.0	19.29738933734032	33.6518964401643
123.0	0.1277479658771796	21.00454204511452	8.98987234556333	0.0	25.407032993735875	0.0
124.0	0.09582205259596745	35.492048012843576	7.501092272797798	0.0	45.98181958006428	11.025038197820114
125.0	0.1777385653759632	39.316025668967946	20.42594229172969	0.0	32.62483308085327	7.633081362801289
126.0	0.10680244978191462	25.495230437663047	10.47494608531655	0.0	18.73131253323561	0.0
127.0	0.012722497825035229	14.725600573194145	14.396995781186693	5.128123639777761	3.352558794356158	5.1321464507772125
128.0	0.06757371828832379	26.00667806241769	0.0	4.589299362189217	10.975623492242802	29.828158827868624
129.0	0.25990721358369046	28.006410051455983	35.229002985211686	10.375990460970957	8.958963407360654	16.13848732603394
130.0	0.17952652253710455	37.790634699069166	8.695189773449902	2.2240879546326364	15.780910526669595	34.601937975866996
131.0	0.25734565267970677	50.0	7.142421337553806	0.0	0.0	12.997036591238933
132.0	0.027368791004116926	13.183940386673001	16.39032581230951	3.3563513167897745	0.0	2.136466497921557
133.0	0.09468034252269061	33.0560451078726	10.300902447513078	2.925058958786347	37.384946767377905	14.694161353727903
134.0	0.09680709882133227	31.265692578704464	30.442857403701275	3.9977854750148696	30.664629499969983	3.3686472443603406
135.0	0.2241933121204229	47.690903909670865	10.079731033405976	1.2515409396410937	11.644698320532171	26.933500388768124
136.0	0.04142332432218845	10.335105680344697	3.588647891544577	3.799111930700926	3.9014945018942	6.084087485548027
137.0	0.2760466858360892	47.31916614380785	33.558708207389095	0.8148499952666503	9.71186722072133	8.595396582453146
138.0	0.09325298141278629	12.37132838201066	4.588818748488902	7.361927416606104	8.750975874961442	9.59387747367075
139.0	0.1718437836298489	50.0	0.2602478435482467	0.0	47.50928664276713	2.2304612521947664
140.0	0.18283222875594604	48.39359003832752	0.7360435524234266	0.6373493658936746	33.3470038215369	12.491213723003197
141.0	0.02158531095605001	10.105469657115867	11.682199675280224	4.698735703546668	4.390821628358825	0.0
142.0	0.1081250744311775	34.347483664807555	31.29938716207335	0.0	34.3531220272935	0.0
143.0	0.10613675414723461	16.430146195771343	8.331147643436715	3.249088048925408	6.703666572223577	15.421405264126625
144.0	0.10711073377887673	26.344749101079337	22.721967734462368	0.0	13.239765949924815	0.0
145.0	0.05181979879873191	16.107715156797116	12.91246716065558	3.898709288644062	7.831612839951762	5.516510659789783
146.0	0.38702656662315166	28.65148367371734	7.9558381208435645	3.699432326034998	25.068816146512663	29.235371431406
147.0	0.10207294500562308	9.40956853474739	0.0	4.142281482359729	0.0	20.5466425237849
148.0	0.775707007252546	18.333417729400256	2.1949973065796304	24.472159088745176	0.6417033162800555	49.71368995255358
149.0	0.25513351130727374	38.44088386368214	27.553323711524733	0.49710651780410053	6.446026081336811	25.189397593346747
150.0	0.20746037094015063	17.877373604544715	0.0	10.544883525792013	0.0	38.35320841376031
151.0	0.019429497614078927	4.5919110388189575	0.0	0.28543892278664224	0.0	0.0
152.0	0.13835519855516515	17.44934128879399	1.5282372260379362	10.748942740962756	6.7702814011159	26.7445582726409
153.0	0.1072611667895102	23.25588306677731	21.938065624384343	3.237761672387718	1.023683242868339	10.300700067343662
154.0	0.13958696918955116	31.6441487196723	11.706697324539084	1.3097370735599634	26.93874300549095	7.73955397727179
155.0	0.29064224401454775	28.270018001631637	25.75916762499091	0.0	31.619312009423687	0.0
156.0	0.029402215374861145	11.842265456765862	0.0	0.0	12.366734971507492	0.0
157.0	0.0871337242405701	14.025331164360935	0.0	0.0	20.485240588022574	0.0
158.0	1.151693657106161	32.7957730225089	0.0	22.8918467516247	0.0	44.312339852050634
159.0	0.07862088285939323	18.192925409228888	18.685031413343562	7.320178495867233	1.9559406095778034	9.72937892629239
160.0	0.11976176703459183	30.763597847433964	21.301018994778612	0.0	23.37493494004712	0.0
161.0	0.14419020233765198	36.22322915567011	36.53417679049667	0.20606941167622064	27.036471433622655	0.0
162.0	0.2486303721767534	50.0	0.0	0.0	20.12031446890413	0.0
163.0	0.15149673634758126	23.41768310341475	19.15003952363245	5.387635229448377	5.1461419970492	19.58995215968272
164.0	0.14516191699323905	31.685152009513196	32.07255445923947	0.0	17.353024910338657	0.0
165.0	0.025539291111715486	11.228833672432765	0.0	4.515148518407569	5.076074860052478	14.683867981956164
166.0	0.2972068257552892	43.66457027522193	15.077993796066023	0.0	0.0	41.25741712012569
167.0	0.09916939958137967	23.41220049066169	34.28072643598623	4.22414609652552	0.0	0.0
168.0	0.09889955828969636	18.01193147414666	0.0	4.905519099026295	7.030646256981608	25.29811192624179
169.0	0.12577840642003502	36.57567016290289	3.674575006132724	2.7998221502537013	38.30578908421359	18.64410742070006
170.0	0.08072682520019128	27.607758713506335	13.719993090034261	0.0	29.54598513559148	4.958143453760749
171.0	0.03476012178049522	13.154021847609208	12.437348536893037	3.450945042647909	3.2226453062983986	5.234054158618506
172.0	0.1463378344757786	33.049681708599216	37.54023936516891	6.628728057969444	3.3338746514008895	19.44743524417774
173.0	0.14165472715251243	31.357651617707496	27.447778573571828	5.511981943406186	7.307216320801437	13.192583411049888
174.0	0.26364424815041626	37.06690311703788	0.0	3.862791256470617	0.0	50.0
175.0	0.3106708071209557	41.56551541742613	32.98950211824573	6.52466709315796	0.27932366392043445	18.6409656077072
176.0	0.5138472897251171	22.200921423158366	0.0	8.808893640361294	0.0	50.0
177.0	0.1817627222673021	11.333625070352527	0.0	12.59104055316124	0.0	28.2339071970192
178.0	0.15991210812269194	31.82073101751969	0.0	0.0	15.056664589110659	21.9961397802519
179.0	3.459456098315687	0.0	0.0	36.97204799991374	0.0	50.0
180.0	0.28325973950712535	21.71405761295273	40.73408492896881	4.484598866611705	0.0	5.647229455387556
181.0	0.1380932538875789	16.185453787236575	5.436578497018214	8.0664981095106	0.0	29.525584511238723
182.0	0.34155002499633247	46.122152206330895	50.0	0.0	0.0	3.877820101875136
183.0	0.20957500737805	50.0	0.0	0.0	34.75190730446184	0.0
184.0	0.1332687765007469	31.123421831983457	31.155251528733086	8.663766041841583	0.0	29.05752635548242
185.0	0.09652803451103614	32.09943836067783	0.0	4.368898340186551	16.858301667963143	35.773578277784225
186.0	0.03994475511556129	19.08126455083753	19.30797642902032	4.049204180540485	5.571941444269516	3.4202567734957916
187.0	0.16303238686737176	28.164551635311877	0.0	0.0	23.595965944338975	4.5288031960822535
188.0	0.10393162458976316	12.35842824819924	8.218449223127948	4.87742742127061	5.38324395298646	1.18024688915189
189.0	0.016345158557551497	12.355674944969838	16.35810382177151	6.056873094328512	0.0	4.837991506963596
190.0	0.08098022949928074	11.029617865870218	7.9993898622882735	1.6940374711697777	9.14278425756354	0.0
191.0	0.04074406272458323	14.697305421557994	5.4632504074031765	2.490996743224299	7.58462801630924	7.27287239069583
192.0	0.0018713046836310843	6.112554469254404	0.0	1.2361275165494525	5.122545593716632	0.0
193.0	0.03963909173174812	7.896749971317596	0.0	3.399372433895893	10.520051015548965	0.0
194.0	0.23427436791429962	50.0	19.038248744769323	0.0	14.613952578915757	16.347773540971648
195.0	0.1163801336445599	21.794670081810832	0.0	2.6189435828850574	24.108700152219555	14.167590438221714
196.0	0.052042174823045066	25.34422389049918	5.9806782566000765	2.8269022136267545	19.239172311430558	15.05133836791502
197.0	1.296279158297637	50.0	33.44478229097499	16.55517750417371	0.0	0.0
198.0	0.0783460778111579	27.491714746912475	4.120880173125185	0.0	24.75841719641	13.26974700281812
199.0	0.37877101268940894	16.434977883073355	38.070922243267276	12.98354823718932	0.0	0.0
200.0	0.11512647921528978	26.100930505884296	13.248489851064866	3.247215195640464	8.801353125573423	12.45487817668704
201.0	0.019647691311642956	6.55198525583154	0.0	2.407690047773153	4.969480030279541	5.391930008990399
202.0	0.6442988862466661	27.869773755492904	18.572877458430543	6.887939560725069	32.0239376483632	14.645440278777942
203.0	0.051540734613227245	23.979363939544957	0.0	5.164304454925251	17.088542262022017	24.266082235496953
204.0	0.05547331108920445	31.014004695433165	6.928272187140005	0.0	37.102204635960554	8.055153035637131
205.0	0.009014816165468764	23.511988742284498	0.0	0.0	35.75042811417031	0.0
206.0	0.2642952858739967	50.0	8.718678925406227	0.0	8.808823478025298	2.203486752731507
207.0	0.024559623411615834	26.581107392895646	0.0	0.0	42.370482880918274	0.0
208.0	0.0738949763110127	27.838284627774506	0.0	0.0	37.544128409656835	0.0
209.0	0.12472933941127178	24.187178820094744	0.0	0.0	40.50077647020323	3.4153865616757972
210.0	0.29877869408916263	36.37083205480603	50.0	0.0	0.0	0.0
211.0	0.09891769801215898	25.840301405365942	0.0	0.0	50.0	0.0
212.0	0.05421974339012136	23.825327751226745	5.00894523302641	5.940863286759834	13.722763205179124	22.672559615576716
213.0	0.021665767103776178	9.070349809938135	0.0	3.2125002448898425	3.4483810246087865	10.49875062289958
214.0	0.08608698822714227	15.341930443495178	0.0	5.836723153468112	13.95411711169869	17.255908104813816
215.0	0.08305087910858443	29.805540086949172	2.414021544076757	5.014058375504169	16.54617826499105	27.123688675749975
216.0	0.04492191675863288	6.651843566563681	9.254272247033397	2.043292318844472	0.0	0.0
217.0	0.537296551528277	31.945658252951684	23.41560243171849	15.524801852248824	0.0	29.113916987352415
218.0	0.10324048249474738	9.192218515741816	4.422088310284975	4.221184363876385	6.268386346908261	8.817341926698392
219.0	0.09066108567890797	18.817028051819136	8.190991753384084	7.641637639148662	6.956563896003974	17.465214683710947
220.0	0.12391280271677198	25.52124289574565	4.3368871292787095	0.0	40.58966093783017	0.0
221.0	2.668026504557044	0.0	49.20430838891508	24.53885134382278	26.25682550020059	0.0
222.0	0.06185617981215938	8.636773558480652	14.27006444658784	3.9182445646979818	1.4380955836050868	0.0
223.0	0.7918282615385017	0.0	30.504001502683334	10.970810993605886	0.0	0.0
224.0	0.11914692869124965	15.611019552750255	19.23110870943401	7.35501938900881	7.068677454190926	0.0
225.0	0.24748218947461695	42.53617879508308	0.0	0.0	0.0	13.744342131500815
226.0	0.192226337541344	29.460702271859855	31.282799216034526	3.501772863851819	0.0	23.86305123760739
227.0	0.1597380701912486	42.609328972815	0.3609267570724828	0.32689183280144585	41.77537269388844	14.598301882600605
228.0	0.16979375826123563	40.65057191205703	14.015686212561679	0.0	45.333690846058694	0.0
229.0	0.22758660581324772	37.07535048568867	3.4198257042596207	0.0	0.0	28.72135192073633
230.0	4.085092129525325	0.0	50.0	0.0	0.0	50.0
231.0	0.04022139231398831	12.057618329531854	11.868562025672173	0.0	0.0	0.0
232.0	0.26609936569856224	50.0	0.0	5.384786854093683	0.0	38.88380062679309
233.0	0.16935950658594395	29.52475762551511	6.089218770008148	0.0	0.0	39.570182103842164
234.0	0.13618093514427604	37.969376780119894	0.3822965289419	0.8284079054947435	30.9492308295515	29.342148650720418
235.0	0.18743965169373633	38.24798288203874	20.325671395780617	2.0346850350540504	17.92901327658852	21.462640006539775
236.0	0.09467905684358616	33.394307561548764	28.350568006192923	2.878382757650555	31.16578929578194	3.170210234651388
237.0	0.2815988108920435	50.0	39.358059238603765	0.0	10.641917784884733	0.0
238.0	0.28394912390316956	39.54792448787367	7.559057553022103	0.0	0.0	0.0
239.0	0.28664217712685475	49.85952580770262	14.634552545237923	5.267727813568806	0.0	30.238193420236325
240.0	0.01574940808879171	33.363570995118884	34.55441991877798	4.8506779016441515	27.23128584817453	0.0
241.0	0.10091728599224609	34.54462642179034	14.664264441106452	0.0	32.43001455487056	14.594139537240835
242.0	0.08504099538789103	34.09868935638975	13.221702430931785	0.0	37.81809971129657	7.975899964458461
243.0	0.3101632140039145	41.1436633299556	37.97279411372103	6.203047898807509	14.680479062350635	0.0
244.0	0.18914732141393345	50.0	1.4665937566599878	1.3994610588306144	24.793128462311543	22.34079450953777
245.0	0.14993568867341403	31.082293957770545	9.025909215929536	0.0	17.824057739419437	13.765943132783429
246.0	0.40439889803148854	50.0	0.0	7.515857376632508	0.0	16.341885603124116
247.0	0.2569595322299299	38.786834526643226	14.807389419706645	0.0	0.0	10.409990681163176
248.0	0.06161339740403141	24.472681842606683	23.83758014673062	4.11373962507984	7.730299550727354	6.290530926900276
249.0	0.07227889759182764	20.52444414138231	0.0	0.0	31.1488190956327	0.0
250.0	0.26641233796895386	50.0	26.129985420700432	0.0	12.326120226178457	0.0
251.0	0.13678396062165815	29.306945422839203	0.0	0.0	8.829215782462661	40.46702365729959
252.0	0.24642100783252807	35.584974846624704	27.848354099613804	2.5138899725635486	0.06723970891951425	33.66087017900769
253.0	0.05994867183406677	18.514885412729843	14.422118275932931	2.1426364923590646	8.095003645767735	0.0
254.0	0.026269659151734823	20.148456176072933	4.9661140002908715	4.768531195939313	15.113236257329826	14.485089851044464
255.0	0.015118886322818595	22.54607613462739	1.6657717816507802	5.316267925965894	17.549795335136498	17.360488417631252
256.0	0.3367306895457147	26.94323093491737	38.409820880087466	12.70216637635872	0.0	21.944760848493775
257.0	0.13066532334806052	34.911734957833964	0.0	0.0	15.088245049156454	50.0
258.0	0.0776046991146215	22.554819092406888	1.487235675122456	2.623606104335869	17.701019675071347	16.824518790735514
259.0	0.05888960677862381	21.280902789565257	3.808696670678766	7.498430385758811	16.973629155204602	18.407019567668073
260.0	0.2901605857502381	37.320502607070786	36.134009870629534	0.0	0.0	0.0
261.0	0.1048282645584157	24.272302087035946	0.0	7.316281381112079	14.195648838046747	22.536236754619235
262.0	0.05105538967384832	22.06798066089089	2.6373362679051824	4.589334097247426	19.041091181949454	11.699528213921614
263.0	0.029045863533600925	15.416228872101525	6.233985471970629	3.047225124506677	14.020806539383607	0.0
264.0	0.10899526036373892	26.871603370347962	6.16173825770302	2.877567107696234	5.778469806661594	30.736185601966195
265.0	0.09908859815255269	27.778195942917304	0.0	5.174254782226609	29.875646942455536	20.921784571787793
266.0	0.05028230252984421	26.48720482022362	26.049671531752658	8.965497507806088	0.0	20.462291556074998
267.0	0.06351335016117601	31.096232865638456	6.103089981225352	0.7082656328717382	33.34822937079123	13.74241760502743
268.0	0.06240805150456346	17.18898259273179	0.0	0.0	15.633193240954409	0.0
269.0	0.04739075748091796	22.943935082286664	5.235586890734203	0.0	21.173366432055488	5.1357566789113465
270.0	0.025998453003050957	14.315080069026692	14.64311986008341	5.559720493014451	0.0	6.707909072310453
271.0	0.0184598657514449	29.972840424454127	32.28200175958037	3.9619582488842138	23.628325053201113	0.0
272.0	0.21618983427903096	23.43725946796025	23.73988855196892	8.086279636014387	0.0	24.632739206074298
273.0	0.2183859864480848	27.72479611636193	22.4242180493731	7.7557246625108895	0.0	15.943956812810459
274.0	0.18013987446545462	27.613511338302065	9.578329404489912	0.0	0.0	19.870926307203586
275.0	0.10688439784623643	29.84141725286874	30.628510541940514	9.321098870229422	0.0	21.519902819758936
276.0	0.020608692659734987	5.310821991747734	0.0	1.2976266159483523	2.60464530327353	2.184844218825592
277.0	0.08517671513540438	12.75777804661421	0.0	7.899405152344787	5.395999706237349	18.75805350433811
278.0	0.20808600665610408	30.933115172994235	31.53482273303772	6.164895032166732	8.149005121670058	23.218140981913955
279.0	0.1491732881376829	21.94267165942305	0.0	0.0	0.0	36.99048635498831
280.0	0.04884606616785195	32.46246951515794	0.0	6.764316662574658	28.474486337722684	32.29872569924808
281.0	0.10965308295213903	30.317817907097684	0.0	4.96785595152935	24.56648565158747	28.872491386421448
282.0	0.2490801619735524	37.83987580004593	32.937101760757365	5.7311491398949315	10.035855273329162	13.455978585968287
283.0	0.01633208563011686	12.50142141398012	12.923406648045056	3.193173140369801	3.5997557949211534	0.0
284.0	0.5431825241728054	28.143606009042784	0.0	8.852179467450632	19.337548359305803	43.66665347174551
285.0	0.2907295826370727	50.0	25.949116108774394	0.0	0.0	9.941201480133387
286.0	0.23564625531866257	34.10706436250646	50.0	3.0868076753546023	0.0	12.806112207398625
287.0	0.1369826370540467	31.011587219409765	38.88428573750505	1.3780253465181749	8.418596727526277	10.14483921552152
288.0	0.08968867162980969	26.230411232948562	29.107409069715214	3.009957514126718	19.082707662867957	0.0
289.0	0.24245341964139822	8.59189941419174	0.0	7.211930534468901	21.742220591866786	0.0
290.0	0.22491634233439953	32.70665337097004	11.982059282468926	2.4332493366642893	0.5649201687367877	49.07771595214061
291.0	0.03901564135192749	32.519682984490856	32.13164752941234	3.1460318879668416	26.644600368176	0.0
292.0	0.12658816129588646	27.91705407150611	30.19098987097324	0.0	6.956309817608749	6.706634464657242
293.0	0.06748546571340733	30.91676491823944	39.48886614332796	5.449198579998976	22.6156688137456	1.5294895509603763
294.0	0.24897345425240583	30.4745079570335	37.014485671578264	5.763257596285651	26.747744818902643	0.0
